"";"place_name";"place_with_parent_names";"geonames_id";"lat.lon";"price";"currency";"price_aprox_local_currency";"price_aprox_usd";"surface_in_m2";"price_usd_per_m2";"floor";"rooms";"expenses";"title";"extra";"surface_total_in_m2";"surface_covered_in_m2";"price_per_m2";"id";"country_name";"state_name";"year"
"1462";"Monserrat";"|Argentina|Capital Federal|Monserrat|";"3430570";"-34.6134093824,-58.3845390807";78500;"USD";761504,95;78500;"NA";2180,555556;"5";"1";NA;"DEPARTAMENTO EN VENTA";"{\\address\\:\\BELGRANO, AVDA. al 1300\\,\\condition\\:\\Estrenar\\,\\original_url\\:\\http://www.amaira.com/ficha/BBR49/departamento-amaira-monserrat-capital-federal\\,\\images\\:[\\http://www.amaira.com.ar/buscador/imagenes/BBR/BBR49_2.jpg?1448844000\\,\\http://www.amaira.com.ar/buscador/imagenes/BBR/BBR49_3.jpg?1448844000\\,\\http://www.amaira.com.ar/buscador/imagenes/BBR/BBR49_4.jpg?1448844000\\,\\http://www.amaira.com.ar/buscador/imagenes/BBR/BBR49_5.jpg?1448844000\\,\\http://www.amaira.com.ar/buscador/imagenes/BBR/BBR49_6.jpg?1448844000\\,\\http://www.amaira.com.ar/buscador/imagenes/BBR/BBR49_7.jpg?1448844000\\,\\http://www.amaira.com.ar/buscador/imagenes/BBR/BBR49_8.jpg?1448844000\\,\\http://www.amaira.com.ar/buscador/imagenes/BBR/BBR49_9.jpg?1448844000\\],\\features\\:{\\Pisos\\:\\13\\,\\Edificio\\:\\Belgrano 1345\\,\\Apto profesional\\:\\si\\,\\Dependencia\\:\\no\\},\\original_ad\\:{\\dependencia\\:\\no\\,\\pisos\\:\\13\\,\\apto_profesional\\:\\si\\,\\edificio\\:\\Belgrano 1345\\,\\original_property_type\\:\\DEPARTAMENTO\\},\\dupe_of\\:1466556}";"36";"NA";"NA";"NA";"NA";"NA";2015
"1463";"Congreso";"|Argentina|Capital Federal|Congreso|";"3435259";"-34.615656463,-58.3895874023";168000;"USD";1583584,8;168000;"150";1120;"NA";"8";"NA";"Mexico al 1600, entre SolÃ­s y Virrey Cevallos";"{\\images\\:[\\https://tbcn.s3.amazonaws.com/water_pics/64876760189295556425478896406793267115312909996379755309074538314571379613032.jpg\\,\\https://tbcn.s3.amazonaws.com/water_pics/16938574316654310519406016223602252669073796366092277560519679856855117647416.jpg\\,\\https://tbcn.s3.amazonaws.com/water_pics/95730648980810248949181838048886695414936046214881174063220764237314295985628.jpg\\,\\https://tbcn.s3.amazonaws.com/water_pics/93873251741029843720322411599105072793631999173317564848612179471694846359322.jpg\\,\\https://tbcn.s3.amazonaws.com/water_pics/101816973570803630460588015390177568583547487326474040334828923003038176599054.jpg\\,\\https://tbcn.s3.amazonaws.com/water_pics/104411681905802666866740761178424017134431605596651235568227307640403260762644.jpg\\,\\https://tbcn.s3.amazonaws.com/water_pics/48429864399432969189567657592306959069515113216381537677489774584502184288827.jpg\\,\\https://tbcn.s3.amazonaws.com/water_pics/90277809889086185578552548633887411887218276965642020284332992146873834022722.jpg\\,\\https://tbcn.s3.amazonaws.com/water_pics/68505450648493889844589639327462080900182381164952725394113948507041294723985.jpg\\,\\https://tbcn.s3.amazonaws.com/water_pics/78943654674865628380630196464409370932735200462283408025074076173424594507358.jpg\\,\\https://tbcn.s3.amazonaws.com/water_pics/102445316067947060591614578000118405326368349038896605485226792380775477764608.jpg\\,\\https://tbcn.s3.amazonaws.com/water_pics/9342808821349758925584636193542689943046234333174225976722937868503356603037.jpg\\,\\https://tbcn.s3.amazonaws.com/water_pics/8894277964738230808222077552840607837074007056289491761251822025602947613932.jpg\\,\\https://tbcn.s3.amazonaws.com/water_pics/87970728408159654683932825121973356352263455398516916010646614830398243004141.jpg\\,\\https://tbcn.s3.amazonaws.com/water_pics/84304842175091298974137664422513090238383356671937467857842873337386695543268.jpg\\,\\https://tbcn.s3.amazonaws.com/water_pics/27428608867666456259544809576015873652486099088078623878929414852677073800244.jpg\\,\\https://tbcn.s3.amazonaws.com/water_pics/76910389139854308241261086662705431362048723628080697198000454926787423773601.jpg\\,\\https://tbcn.s3.amazonaws.com/water_pics/29528138033464887082069980579984611296359371831529715137016293290264814783097.jpg\\,\\https://tbcn.s3.amazonaws.com/water_pics/44791309093531987417475002638179769892409326247388886338110371001332098275491.jpg\\,\\https://tbcn.s3.amazonaws.com/water_pics/67988852222533201046900306552915926853256418101595756948320997186031309762632.jpg\\,\\https://tbcn.s3.amazonaws.com/water_pics/63465206696736357260740847188094665662645920450284604340308397647507648436037.jpg\\,\\https://tbcn.s3.amazonaws.com/water_pics/23353165295924863065886192823444437522099665107136632945576156367558359634236.jpg\\,\\https://tbcn.s3.amazonaws.com/water_pics/98820724631513485117360409913199166709449883077701430464694669480104967742982.jpg\\,\\https://tbcn.s3.amazonaws.com/water_pics/76951360395622188273790608885141954541457412048695734980841555176129685606328.jpg\\,\\https://tbcn.s3.amazonaws.com/water_pics/24567875653464143298330336911095035963015505950324621781820724574442876170429.jpg\\,\\https://tbcn.s3.amazonaws.com/water_pics/85046570994018698254241870131331957389560424260904381384499097717103980815920.jpg\\,\\https://tbcn.s3.amazonaws.com/water_pics/73185507553201151148063283460260192794754056165650136349493251196193960532240.jpg\\,\\https://tbcn.s3.amazonaws.com/water_pics/104962067952033918897673273424355028565160774720736332650899923501044489881572.jpg\\,\\https://tbcn.s3.amazonaws.com/water_pics/26619535889930060843958236155978541097340317847701783426458539263077800484232.jpg\\,\\https://tbcn.s3.amazonaws.com/water_pics/74952387296189452063599258168871508682891309820771435381377718723215563136875.jpg\\,\\https://tbcn.s3.amazonaws.com/water_pics/12319932972185892904053954520742879346364714804630565748224735484594150451502.jpg\\,\\https://tbcn.s3.amazonaws.com/water_pics/80515522196233179255431591779404720425939612559593174118240444036307217429254.jpg\\],\\features\\:{\\Agua Corriente\\:true,\\Cloaca\\:true,\\Gas Natural\\:true,\\Electricidad\\:true,\\Pavimento\\:true,\\Telefono\\:true,\\Balcon\\:true,\\Cocina\\:true,\\Comedor diario\\:true,\\Hall\\:true,\\Lavadero\\:true,\\Living comedor\\:true,\\Toilette\\:true,\\Individual Air conditioner\\:true,\\Calefaccion\\:true,\\Restaurante\\:true,\\Seguridad 24Hs\\:true},\\original_ad\\:{\\created_at\\:\\2015-04-20T15:20:13\\,\\custom1\\:\\3.00\\,\\deleted_at\\:\\2015-09-23T15:42:53\\,\\development_excel_extra_data\\:\\[]\\,\\disposition\\:\\Frente\\,\\expenses\\:2800,\\fake_address\\:\\Mexico al 1600, entre SolÃ­s y V. Cevallos\\,\\legally_checked\\:\\Desconocido\\,\\location\\:{\\full_location\\:\\Argentina | Capital Federal | Congreso \\,\\id\\:24708,\\name\\:\\Congreso\\,\\short_location\\:\\Argentina | Capital Federal | Congreso \\,\\state\\:\\/api/v1/state/146/\\},\\operations\\:[{\\operation_type\\:\\Venta\\,\\prices\\:[{\\currency\\:\\USD\\,\\price\\:168000}]}],\\producer\\:{\\cellphone\\:\\1532102520\\,\\email\\:\\juanpablo@atbuenosaires.com\\,\\id\\:1515,\\name\\:\\Juan Pablo Moretti\\,\\phone\\:\\4344-9600 i218\\,\\picture\\:\\https://tbcn.s3.amazonaws.com/static/img/user.png\\},\\property_condition\\:\\Muy bueno\\,\\real_address\\:\\Mexico 1626, 1Â° B\\,\\reference_code\\:\\81\\,\\semiroofed_surface\\:\\0.00\\,\\situation\\:\\Vacia \\,\\surface\\:\\0.00\\,\\toilet_amount\\:1,\\type\\:{\\code\\:\\AP\\,\\id\\:2,\\name\\:\\Departamento\\},\\unroofed_surface\\:\\0.00\\,\\original_property_type\\:{\\code\\:\\AP\\,\\id\\:2,\\name\\:\\Departamento\\}},\\address\\:\\Mexico al 1600, entre SolÃ­s y V. Cevallos\\,\\year\\:78,\\agent\\:{\\name\\:\\VENTA Y ALQUILER\\,\\emails\\:[\\info@atbuenosaires.com\\],\\phones\\:[\\43449600\\]},\\original_url\\:\\http://tokkobroker.com/api/v1/property/103918/?key=2192f43fbb387a2b39ea81971822b8512f7f10f4\u0026format=json\\}";"NA";"NA";"NA";"NA";"NA";"NA";2015
"1464";"Monserrat";"|Argentina|Capital Federal|Monserrat|";"3430570";"-34.6134093824,-58.3845390807";79000;"USD";766355,3;79000;"NA";2257,142857;"4";"1";NA;"DEPARTAMENTO EN VENTA";"{\\address\\:\\BELGRANO, AVDA. al 1300\\,\\condition\\:\\Estrenar\\,\\original_url\\:\\http://www.amaira.com/ficha/BBR38/departamento-amaira-monserrat-capital-federal\\,\\images\\:[\\http://www.amaira.com.ar/buscador/imagenes/BBR/BBR38_2.jpg?1448843449\\,\\http://www.amaira.com.ar/buscador/imagenes/BBR/BBR38_3.jpg?1448843449\\,\\http://www.amaira.com.ar/buscador/imagenes/BBR/BBR38_4.jpg?1448843449\\,\\http://www.amaira.com.ar/buscador/imagenes/BBR/BBR38_5.jpg?1448843449\\,\\http://www.amaira.com.ar/buscador/imagenes/BBR/BBR38_6.jpg?1448843449\\,\\http://www.amaira.com.ar/buscador/imagenes/BBR/BBR38_7.jpg?1448843449\\,\\http://www.amaira.com.ar/buscador/imagenes/BBR/BBR38_8.jpg?1448843449\\,\\http://www.amaira.com.ar/buscador/imagenes/BBR/BBR38_9.jpg?1448843449\\],\\features\\:{\\Pisos\\:\\13\\,\\Edificio\\:\\Belgrano 1345\\,\\Apto profesional\\:\\si\\,\\Dependencia\\:\\no\\},\\original_ad\\:{\\dependencia\\:\\no\\,\\pisos\\:\\13\\,\\apto_profesional\\:\\si\\,\\edificio\\:\\Belgrano 1345\\,\\original_property_type\\:\\DEPARTAMENTO\\},\\dupe_of\\:1466208}";"35";"NA";"NA";"NA";"NA";"NA";2015
"1465";"Monserrat";"|Argentina|Capital Federal|Monserrat|";"3430570";"-34.6134093824,-58.3845390807";74500;"USD";722702,15;74500;"NA";2069,444444;"NA";"1";NA;"DEPARTAMENTO EN VENTA";"{\\address\\:\\BELGRANO al 1300\\,\\condition\\:\\ConstrucciÃƒÂ³n\\,\\original_url\\:\\http://www.amaira.com/ficha/BRA646/departamento-amaira-monserrat-capital-federal\\,\\apto_profesional\\:true,\\images\\:[\\http://www.amaira.com.ar/buscador/imagenes/BRA/BRA646_2.jpg?1448843595\\,\\http://www.amaira.com.ar/buscador/imagenes/BRA/BRA646_3.jpg?1448843595\\,\\http://www.amaira.com.ar/buscador/imagenes/BRA/BRA646_4.jpg?1448843595\\,\\http://www.amaira.com.ar/buscador/imagenes/BRA/BRA646_5.jpg?1448843595\\,\\http://www.amaira.com.ar/buscador/imagenes/BRA/BRA646_6.jpg?1448843595\\,\\http://www.amaira.com.ar/buscador/imagenes/BRA/BRA646_7.jpg?1448843595\\,\\http://www.amaira.com.ar/buscador/imagenes/BRA/BRA646_8.jpg?1448843595\\,\\http://www.amaira.com.ar/buscador/imagenes/BRA/BRA646_9.jpg?1448843595\\],\\original_ad\\:{\\amoblado\\:\\N\\,\\baulera\\:\\NO\\,\\dependencia\\:\\no\\,\\cochera\\:\\Opcional\\,\\pisos\\:\\12\\,\\departamentos\\:\\Opcional\\,\\apto_profesional\\:\\si\\,\\edificio\\:\\BELGRANO PALACE - MONSERRAT\\,\\original_property_type\\:\\DEPARTAMENTO\\},\\cochera\\:\\Opcional\\,\\features\\:{\\Pisos\\:\\12\\,\\Departamentos\\:\\Opcional\\,\\Edificio\\:\\BELGRANO PALACE - MONSERRAT\\,\\Amoblado\\:\\N\\,\\Apto profesional\\:\\si\\,\\Baulera\\:\\NO\\,\\Cochera\\:\\Opcional\\,\\Dependencia\\:\\no\\}}";"36";"33";"2257.575758";"NA";"NA";"NA";2015
"1466";"Monserrat";"|Argentina|Capital Federal|Monserrat|";"3430570";"-34.6177906497,-58.3828981022";64000;"USD";608678,4;64000;"37";1729,72973;"NA";"1";NA;"DEPARTAMENTO EN VENTA";"{\\address\\:\\INDEPENDENCIA al 1200\\,\\condition\\:\\Estrenar\\,\\original_url\\:\\http://www.amaira.com/ficha/BRA663/departamento-amaira-monserrat-capital-federal\\,\\images\\:[\\http://www.amaira.com.ar/buscador/imagenes/BRA/BRA663_2.jpg?1446334400\\,\\http://www.amaira.com.ar/buscador/imagenes/BRA/BRA663_3.jpg?1446334400\\,\\http://www.amaira.com.ar/buscador/imagenes/BRA/BRA663_4.jpg?1446334400\\,\\http://www.amaira.com.ar/buscador/imagenes/BRA/BRA663_5.jpg?1446334400\\,\\http://www.amaira.com.ar/buscador/imagenes/BRA/BRA663_6.jpg?1446334400\\,\\http://www.amaira.com.ar/buscador/imagenes/BRA/BRA663_7.jpg?1446334400\\,\\http://www.amaira.com.ar/buscador/imagenes/BRA/BRA663_8.jpg?1446334400\\,\\http://www.amaira.com.ar/buscador/imagenes/BRA/BRA663_9.jpg?1446334400\\],\\original_ad\\:{\\amoblado\\:\\N\\,\\baulera\\:\\N\\,\\dependencia\\:\\no\\,\\pisos\\:\\8\\,\\apto_profesional\\:\\no\\,\\edificio\\:\\MONSERRAT - AV. INDEPENDENCIA y 9 DE JULIO\\,\\original_property_type\\:\\DEPARTAMENTO\\},\\features\\:{\\Pisos\\:\\8\\,\\Edificio\\:\\MONSERRAT - AV. INDEPENDENCIA y 9 DE JULIO\\,\\Amoblado\\:\\N\\,\\Apto profesional\\:\\no\\,\\Baulera\\:\\N\\,\\Dependencia\\:\\no\\}}";"NA";"NA";"NA";"NA";"NA";"NA";2015
"1467";"Congreso";"|Argentina|Capital Federal|Congreso|";"3435259";"-34.6126242693,-58.3908628144";89000;"USD";789732,6;89000;"86";1034,883721;"NA";"NA";"NA";"Local en Venta en Congreso Esquina (ochava) Excelente Inversion oportunidad por falta de arreglos, ideal para (buena) renta o para explotacion directa";"{\\images\\:[\\http://images.mapapropapp.com/mapaprop-images/photos/417/75885/583870.jpg\\,\\http://images.mapapropapp.com/mapaprop-images/photos/417/75885/583871.jpg\\,\\http://images.mapapropapp.com/mapaprop-images/photos/417/75885/583872.jpg\\,\\http://images.mapapropapp.com/mapaprop-images/photos/417/75885/583873.jpg\\,\\http://images.mapapropapp.com/mapaprop-images/photos/417/75885/583874.jpg\\,\\http://images.mapapropapp.com/mapaprop-images/photos/417/75885/583875.jpg\\,\\http://images.mapapropapp.com/mapaprop-images/photos/417/75885/583876.jpg\\,\\http://images.mapapropapp.com/mapaprop-images/photos/417/75885/583877.jpg\\,\\http://images.mapapropapp.com/mapaprop-images/photos/417/75885/583878.jpg\\,\\http://images.mapapropapp.com/mapaprop-images/photos/417/75885/583879.jpg\\,\\http://images.mapapropapp.com/mapaprop-images/photos/417/75885/583880.jpg\\,\\http://images.mapapropapp.com/mapaprop-images/photos/417/75885/583881.jpg\\,\\http://images.mapapropapp.com/mapaprop-images/photos/417/75885/583882.jpg\\,\\http://images.mapapropapp.com/mapaprop-images/photos/417/75885/584515.jpg\\,\\http://images.mapapropapp.com/mapaprop-images/photos/417/75885/584516.jpg\\,\\http://images.mapapropapp.com/mapaprop-images/photos/417/75885/584517.jpg\\,\\http://images.mapapropapp.com/mapaprop-images/photos/417/75885/584518.jpg\\,\\http://images.mapapropapp.com/mapaprop-images/photos/417/75885/584519.jpg\\,\\http://images.mapapropapp.com/mapaprop-images/photos/417/75885/584520.jpg\\],\\propertyCode\\:\\417-EMB0008\\,\\lastUpdate\\:\\2015-04-15T14:50:48+0000\\,\\address\\:\\Moreno 1698 y 1700\\,\\year\\:0,\\videos\\:[],\\condition\\:\\\\,\\original_url\\:\\\\}";"NA";"NA";"NA";"NA";"NA";"NA";2015
"1468";"Puerto Madero";"|Argentina|Capital Federal|Puerto Madero|";"3429760";"-34.615522233,-58.3666292226";154000;"USD";1416553,6;154000;"37";4162,162162;"NA";"1";"NA";"DEPARTAMENTO EN VENTA";"{\\address\\:\\HUERGO, INGENIERO, AVDA. al 700\\,\\condition\\:\\Construccion\\,\\original_url\\:\\http://www.amaira.com/ficha/EVO279/departamento-amaira-puerto-madero-capital-federal\\,\\apto_profesional\\:true,\\images\\:[\\http://www.amaira.com.ar/buscador/imagenes/EVO/EVO279_2.jpg\\,\\http://www.amaira.com.ar/buscador/imagenes/EVO/EVO279_3.jpg\\,\\http://www.amaira.com.ar/buscador/imagenes/EVO/EVO279_4.jpg\\,\\http://www.amaira.com.ar/buscador/imagenes/EVO/EVO279_5.jpg\\],\\original_ad\\:{\\medidas\\:{\\medida\\:[{\\ambiente\\:\\Living\\,\\valor\\:\\7.05 x 4.05\\},{\\ambiente\\:\\Cochera\\,\\valor\\:\\2.50 X 5.00\\}]},\\calefaccion\\:\\AIRE\\,\\cochera\\:\\1\\,\\pisos\\:\\23\\,\\departamentos\\:\\1\\,\\edificio\\:\\QUARTIER MADERO URBANO\\,\\original_property_type\\:\\DEPARTAMENTO\\}}";"NA";"NA";"NA";"NA";"NA";"NA";2015
"1469";"Boca";"|Argentina|Capital Federal|Boca|";"3436004";"-34.615049,-58.374561";103548;"USD";976053,8;103548;"52";1991,307692;"NA";"2";"NA";"Departamento - 2 Ambientes c/ Balcon Aterrazado - San Telmo (Entrega Julio 2017)";"{\\address\\:\\GARAY, JUAN DE, AVDA. Y PERU\\,\\original_url\\:\\http://services.neoinmuebles.com/r/www.dimitrio.com.ar/propiedades/5689\\,\\images\\:[\\http://services.neoinmuebles.com/i/dmtr/feed/35758.jpg\\,\\http://services.neoinmuebles.com/i/dmtr/feed/35759.jpg\\,\\http://services.neoinmuebles.com/i/dmtr/feed/35760.jpg\\,\\http://services.neoinmuebles.com/i/dmtr/feed/35734.jpg\\,\\http://services.neoinmuebles.com/i/dmtr/feed/35739.jpg\\,\\http://services.neoinmuebles.com/i/dmtr/feed/35761.jpg\\,\\http://services.neoinmuebles.com/i/dmtr/feed/35762.jpg\\,\\http://services.neoinmuebles.com/i/dmtr/feed/35763.jpg\\,\\http://services.neoinmuebles.com/i/dmtr/feed/35764.jpg\\,\\http://services.neoinmuebles.com/i/dmtr/feed/35765.jpg\\],\\features\\:{\\Edificio\\:\\De Perimetro Libre\\,\\Cantidad de pisos en el Edificio\\:\\14\\,\\Cantidad de departamentos por piso del Edificio\\:\\6\\,\\Cantidad de ascensores en el Edificio\\:\\2\\,\\AntigÃ¼edad de la Propiedad\\:\\Obra en Curso\\,\\Confort\\:\\Agua Caliente Central, Anafe y Horno Empotrado, Apto Profesional, Ascensores Automaticos, Cocheras Edificio, Gym, Laundry, Muebles de Cocina Bajo Mesada, Muebles de Cocina Sobre Mesada, Parrilla, Piscina Descubierta, Salon de Usos Multiples, Solarium\\,\\Otros\\:\\Excelente Estado, Super Luminoso, Dentro del Casco Historico, Proximo a Estacion FFCC, Proximo a Paradas Colectivos, Proximo a Subte, Vista Abierta\\},\\original_ad\\:{\\original_property_type\\:\\Apartment\\}}";"NA";"NA";"NA";"NA";"NA";"NA";2015
"1470";"Congreso";"|Argentina|Capital Federal|Congreso|";"3435259";"-34.611314658,-58.3888352002";165000;"USD";1555306,5;165000;"70";2357,142857;"2";"3";"2500";"DEPARTAMENTO EN VENTA";"{\\address\\:\\ALSINA, ADOLFO al 1600\\,\\year\\:30,\\condition\\:\\Muy Bueno\\,\\original_url\\:\\http://www.amaira.com/ficha/MXP186/departamento-amaira-congreso-capital-federal\\,\\features\\:{\\Pisos\\:\\10\\,\\Apto profesional\\:\\no\\,\\Calefaccion\\:\\INDIVIDUAL\\,\\Dependencia\\:\\no\\},\\expenses\\:{\\currency_id\\:\\ars\\,\\price\\:\\2500\\},\\original_ad\\:{\\calefaccion\\:\\INDIVIDUAL\\,\\dependencia\\:\\no\\,\\pisos\\:\\10\\,\\apto_profesional\\:\\no\\,\\original_property_type\\:\\DEPARTAMENTO\\},\\google_static_img_zoom\\:19}";"NA";"NA";"NA";"NA";"NA";"NA";2015
"1471";"Monserrat";"|Argentina|Capital Federal|Monserrat|";"3430570";"-34.6134093824,-58.3845390807";78000;"USD";709402,2;78000;"35";2228,571429;"3";"1";"NA";"DEPARTAMENTO EN VENTA";"{\\address\\:\\BELGRANO al 1300\\,\\condition\\:\\ConstrucciÃƒÂ³n\\,\\original_url\\:\\http://www.amaira.com/ficha/BRA551/departamento-amaira-monserrat-capital-federal\\,\\apto_profesional\\:true,\\images\\:[\\http://www.amaira.com.ar/buscador/imagenes/BRA/BRA551_2.jpg\\,\\http://www.amaira.com.ar/buscador/imagenes/BRA/BRA551_3.jpg\\,\\http://www.amaira.com.ar/buscador/imagenes/BRA/BRA551_4.jpg\\,\\http://www.amaira.com.ar/buscador/imagenes/BRA/BRA551_5.jpg\\,\\http://www.amaira.com.ar/buscador/imagenes/BRA/BRA551_6.jpg\\,\\http://www.amaira.com.ar/buscador/imagenes/BRA/BRA551_7.jpg\\,\\http://www.amaira.com.ar/buscador/imagenes/BRA/BRA551_8.jpg\\,\\http://www.amaira.com.ar/buscador/imagenes/BRA/BRA551_9.jpg\\],\\original_ad\\:{\\medidas\\:{\\medida\\:[{\\ambiente\\:\\Hall\\,\\valor\\:\\3.3 x 1.2\\},{\\ambiente\\:\\Comedor\\,\\valor\\:\\6.6 x 3 Ambiente uni\\},{\\ambiente\\:\\Banos\\,\\valor\\:\\1.8 x 1.8\\},{\\ambiente\\:\\Cocina\\,\\valor\\:\\Americana divisible\\},{\\ambiente\\:\\Balcon\\,\\valor\\:\\2.6 x 1.3\\},{\\ambiente\\:\\Cochera\\,\\valor\\:\\Opcional\\}]},\\cochera\\:\\Opcional\\,\\pisos\\:\\12\\,\\departamentos\\:\\Opcional\\,\\edificio\\:\\BELGRANO PALACE - MONSERRAT\\,\\original_property_type\\:\\DEPARTAMENTO\\}}";"NA";"NA";"NA";"NA";"NA";"NA";2015
"1472";"Monserrat";"|Argentina|Capital Federal|Monserrat|";"3430570";"-34.6134093824,-58.3845390807";69500;"USD";627904,7;69500;"28";2482,142857;"3";"1";"NA";"DEPARTAMENTO EN VENTA";"{\\address\\:\\BELGRANO al 1300\\,\\condition\\:\\ConstrucciÃƒÂ³n\\,\\original_url\\:\\http://www.amaira.com/ficha/BRA558/departamento-amaira-monserrat-capital-federal\\,\\apto_profesional\\:true,\\images\\:[\\http://www.amaira.com.ar/buscador/imagenes/BRA/BRA558_2.jpg\\,\\http://www.amaira.com.ar/buscador/imagenes/BRA/BRA558_3.jpg\\,\\http://www.amaira.com.ar/buscador/imagenes/BRA/BRA558_4.jpg\\,\\http://www.amaira.com.ar/buscador/imagenes/BRA/BRA558_5.jpg\\,\\http://www.amaira.com.ar/buscador/imagenes/BRA/BRA558_6.jpg\\,\\http://www.amaira.com.ar/buscador/imagenes/BRA/BRA558_7.jpg\\,\\http://www.amaira.com.ar/buscador/imagenes/BRA/BRA558_8.jpg\\,\\http://www.amaira.com.ar/buscador/imagenes/BRA/BRA558_9.jpg\\],\\original_ad\\:{\\medidas\\:{\\medida\\:[{\\ambiente\\:\\Hall\\,\\valor\\:\\2.3 x 1.2\\},{\\ambiente\\:\\Comedor\\,\\valor\\:\\5.6 x 3 Ambiente uni\\},{\\ambiente\\:\\Banos\\,\\valor\\:\\1.9 x 1.9\\},{\\ambiente\\:\\Cocina\\,\\valor\\:\\Americana divisible\\},{\\ambiente\\:\\Balcon\\,\\valor\\:\\2.3 x 1.3\\},{\\ambiente\\:\\Cochera\\,\\valor\\:\\Opcional\\}]},\\cochera\\:\\Opcional\\,\\pisos\\:\\12\\,\\departamentos\\:\\Opcional\\,\\edificio\\:\\BELGRANO PALACE - MONSERRAT\\}}";"NA";"NA";"NA";"NA";"NA";"NA";2015
"1473";"Monserrat";"|Argentina|Capital Federal|Monserrat|";"3430570";"-34.6134093824,-58.3845390807";88000;"USD";809459,2;88000;"75";1173,333333;"3";"1";"NA";"DEPARTAMENTO EN VENTA";"{\\address\\:\\BELGRANO al 1300\\,\\condition\\:\\Construccion\\,\\original_url\\:\\http://www.amaira.com/ficha/BRA669/departamento-amaira-monserrat-capital-federal\\,\\apto_profesional\\:true,\\images\\:[\\http://www.amaira.com.ar/buscador/imagenes/BRA/BRA669_2.jpg\\,\\http://www.amaira.com.ar/buscador/imagenes/BRA/BRA669_3.jpg\\,\\http://www.amaira.com.ar/buscador/imagenes/BRA/BRA669_4.jpg\\,\\http://www.amaira.com.ar/buscador/imagenes/BRA/BRA669_5.jpg\\,\\http://www.amaira.com.ar/buscador/imagenes/BRA/BRA669_6.jpg\\,\\http://www.amaira.com.ar/buscador/imagenes/BRA/BRA669_7.jpg\\,\\http://www.amaira.com.ar/buscador/imagenes/BRA/BRA669_8.jpg\\,\\http://www.amaira.com.ar/buscador/imagenes/BRA/BRA669_9.jpg\\],\\original_ad\\:{\\medidas\\:{\\medida\\:[{\\ambiente\\:\\Cocina\\,\\valor\\:\\Americana divisible\\},{\\ambiente\\:\\Balcon\\,\\valor\\:\\2.6 x 1.3\\},{\\ambiente\\:\\Cochera\\,\\valor\\:\\Opcional\\}]},\\cochera\\:\\Opcional\\,\\pisos\\:\\12\\,\\departamentos\\:\\Opcional\\,\\edificio\\:\\BELGRANO PALACE - MONSERRAT\\,\\original_property_type\\:\\DEPARTAMENTO\\}}";"NA";"NA";"NA";"NA";"NA";"NA";2015
"1474";"Monserrat";"|Argentina|Capital Federal|Monserrat|";"3430570";"-34.6110498699,-58.3872707413";185000;"USD";3264232,5;185000;"NA";740;"NA";"NA";"NA";"Local en Venta";"NA";"250";"250";"740";"1350af713a40a375a0a8be614c8afa207ac166a6";"Argentina";"Capital Federal";2016
"1475";"Centro / Microcentro";"|Argentina|Capital Federal|Centro / Microcentro|";"3435548";"-34.6177615,-58.383662";83000;"USD";1464493,5;83000;"NA";2128,205128;"11";"1";"NA";"DEPARTAMENTO EN VENTA";"NA";"39";"35";"2371.4285709999999";"19d01480bdbb7fcebc9fa55133b4841d39c0732b";"Argentina";"Capital Federal";2016
"1476";"Centro / Microcentro";"|Argentina|Capital Federal|Centro / Microcentro|";"3435548";"-34.61335,-58.38465";87000;"USD";1389259,5;87000;"NA";2485,714286;"9";"1";"NA";"DEPARTAMENTO EN VENTA";"NA";"35";"35";"2485.7142859999999";"554a4d409eb21710b78de6c8f371583a6083ea67";"Argentina";"Capital Federal";2016
"1477";"Centro / Microcentro";"|Argentina|Capital Federal|Centro / Microcentro|";"3435548";"-34.613408336,-58.3845426597";84500;"USD";1349338,25;84500;"NA";2414,285714;"8";"1";"NA";"DEPARTAMENTO EN VENTA";"NA";"35";"35";"2414.2857140000001";"fb1ceea76f62c49a021d5ef26405ca28b4d2707b";"Argentina";"Capital Federal";2016
"1478";"Monserrat";"|Argentina|Capital Federal|Monserrat|";"3430570";"-34.6127057,-58.3747058";8e+05;"USD";14115600;8e+05;"NA";3125;"NA";"NA";"NA";"LOCAL EN VENTA";"NA";"256";"256";"3125";"cb4d05fa7002cb715ef195ff18fd00eaab9f869b";"Argentina";"Capital Federal";2016
"1479";"Belgrano";"|Argentina|Capital Federal|Belgrano|";"3436077";"-34.6121231,-58.3672281";105000;"USD";1676692,5;105000;"NA";2500;"NA";"1";"NA";"VENTA MONOAMBIENTE!!!!!!!";"NA";"42";"38";"2763.1578949999998";"2b14da9b6627aa4c0bc9046deeb3c44831b93f72";"Argentina";"Capital Federal";2016
"1480";"San Telmo";"|Argentina|Capital Federal|San Telmo|";"3428113";"-34.6111068,-58.3705327";135000;"USD";2155747,5;135000;"NA";1588,235294;"NA";"4";"NA";"4 AMBIENTES ANTIGUO DE CATEGORIA";"NA";"85";"80";"1687.5";"8ae0eefbc06f1f05037cedbb8762dc5cfd28f2cc";"Argentina";"Capital Federal";2016
