"";"id_usuario";"genero_usuario";"edad_usuario";"fecha_alta";"hora_alta"
"161412";1132962;"FEMALE";46;"2024-03-25";"09:24:45"
"161428";1218644;"FEMALE";48;"2024-09-29";"19:22:50"
"161470";1253260;"FEMALE";44;"2024-11-17";"20:07:43"
"161485";1167511;"FEMALE";52;"2024-06-17";"12:00:26"
"161489";1205901;"FEMALE";43;"2024-09-12";"19:58:55"
"161514";1157565;"FEMALE";51;"2024-05-18";"12:36:27"
"161520";1140142;"FEMALE";42;"2024-04-04";"22:39:38"
"161530";1205917;"FEMALE";47;"2024-09-12";"20:49:34"
"161552";1245354;"FEMALE";45;"2024-11-07";"17:09:03"
"161557";1129977;"FEMALE";45;"2024-03-19";"13:28:19"
"161560";1197017;"FEMALE";68;"2024-08-26";"20:34:29"
"161561";1098752;"FEMALE";42;"2024-01-23";"23:38:40"
"161565";1239907;"FEMALE";53;"2024-10-30";"10:13:47"
"161566";1255539;"FEMALE";46;"2024-11-20";"20:37:24"
"161573";1153590;"FEMALE";51;"2024-05-08";"18:18:59"
"161587";1225942;"FEMALE";46;"2024-10-10";"13:00:21"
"161589";1156069;"FEMALE";45;"2024-05-13";"13:56:43"
"161597";1119844;"FEMALE";54;"2024-02-29";"12:55:53"
"161612";1205973;"FEMALE";59;"2024-09-12";"23:49:47"
"161615";1250507;"FEMALE";51;"2024-11-13";"09:39:36"
"161631";1268356;"FEMALE";43;"2024-12-12";"11:54:22"
"161635";1229561;"FEMALE";53;"2024-10-14";"14:21:42"
"161649";1097166;"FEMALE";73;"2024-01-22";"02:31:05"
"161658";1268374;"FEMALE";43;"2024-12-12";"12:32:00"
"161662";1188143;"FEMALE";55;"2024-08-05";"16:31:40"
"161664";1114716;"FEMALE";44;"2024-02-19";"20:28:45"
"161679";1123719;"FEMALE";79;"2024-03-06";"16:29:47"
"161694";1089769;"FEMALE";62;"2024-01-10";"16:05:42"
"161704";1206212;"FEMALE";49;"2024-09-13";"14:01:34"
"161709";1206236;"FEMALE";51;"2024-09-13";"14:20:48"
"161711";1206257;"FEMALE";48;"2024-09-13";"14:47:15"
"161734";1206454;"FEMALE";56;"2024-09-13";"17:54:22"
"161743";1182427;"FEMALE";58;"2024-07-25";"08:52:22"
"161757";1264003;"FEMALE";46;"2024-12-05";"11:18:25"
"161803";1260250;"FEMALE";58;"2024-11-28";"20:52:52"
"161813";1256743;"FEMALE";50;"2024-11-22";"22:33:59"
"161822";1206515;"FEMALE";55;"2024-09-13";"19:11:08"
"161882";1268795;"FEMALE";59;"2024-12-13";"10:31:14"
"161885";1110290;"FEMALE";42;"2024-02-13";"13:20:36"
"161889";1156480;"FEMALE";74;"2024-05-14";"18:56:59"
"161890";1265133;"FEMALE";51;"2024-12-07";"12:50:52"
"161904";1156290;"FEMALE";52;"2024-05-14";"10:40:46"
"161922";1223396;"FEMALE";44;"2024-10-06";"13:52:43"
"161928";1142710;"FEMALE";49;"2024-04-09";"12:25:24"
"161947";1268925;"FEMALE";46;"2024-12-13";"15:03:50"
"161991";1199741;"FEMALE";61;"2024-09-03";"11:17:58"
"162023";1196234;"FEMALE";59;"2024-08-25";"10:36:32"
"162044";1197099;"FEMALE";50;"2024-08-27";"08:30:28"
"162045";1234606;"FEMALE";46;"2024-10-21";"21:45:23"
"162060";1098404;"FEMALE";52;"2024-01-23";"16:50:55"
"162067";1269195;"FEMALE";42;"2024-12-13";"23:26:09"
"162097";1183743;"FEMALE";56;"2024-07-27";"08:21:51"
"162127";1269295;"FEMALE";74;"2024-12-14";"09:59:29"
"162130";1269284;"FEMALE";63;"2024-12-14";"09:15:16"
"162154";1269330;"FEMALE";72;"2024-12-14";"11:22:50"
"162156";1269452;"FEMALE";44;"2024-12-14";"14:05:11"
"162193";1269542;"FEMALE";46;"2024-12-14";"16:08:19"
"162197";1267929;"FEMALE";52;"2024-12-11";"14:57:03"
"162198";1202242;"FEMALE";47;"2024-09-07";"14:11:44"
"162214";1128461;"FEMALE";50;"2024-03-16";"15:55:57"
"162221";1258967;"FEMALE";58;"2024-11-26";"16:02:50"
"162230";1253796;"FEMALE";44;"2024-11-18";"14:48:33"
"162244";1251253;"FEMALE";48;"2024-11-14";"13:43:51"
"162261";1238006;"FEMALE";55;"2024-10-27";"18:26:42"
"162264";1179368;"FEMALE";55;"2024-07-18";"13:32:52"
"162267";1269663;"FEMALE";50;"2024-12-14";"18:31:46"
"162289";1245425;"FEMALE";54;"2024-11-07";"18:34:20"
"162300";1249344;"FEMALE";42;"2024-11-11";"12:44:32"
"162305";1117822;"FEMALE";54;"2024-02-25";"12:59:19"
"162317";1269693;"FEMALE";46;"2024-12-14";"19:24:56"
"162320";1269633;"FEMALE";58;"2024-12-14";"17:55:32"
"162325";1212410;"FEMALE";47;"2024-09-21";"17:31:36"
"162353";1190949;"FEMALE";44;"2024-08-12";"15:00:12"
"162360";1255619;"FEMALE";44;"2024-11-21";"00:31:12"
"162362";1233971;"FEMALE";43;"2024-10-20";"22:44:10"
"162373";1237094;"FEMALE";72;"2024-10-27";"01:40:34"
"162412";1208510;"FEMALE";50;"2024-09-16";"05:03:29"
"162431";1154110;"FEMALE";63;"2024-05-09";"10:02:22"
"162446";1204646;"FEMALE";47;"2024-09-10";"16:14:08"
"162472";1197708;"FEMALE";49;"2024-08-28";"12:42:17"
"162501";1268307;"FEMALE";49;"2024-12-12";"10:00:47"
"162506";1237655;"FEMALE";56;"2024-10-27";"15:42:22"
"162510";1270076;"FEMALE";43;"2024-12-15";"13:26:00"
"162518";1141034;"FEMALE";58;"2024-04-06";"17:42:33"
"162532";1215903;"FEMALE";45;"2024-09-26";"22:09:19"
"162536";1264483;"FEMALE";41;"2024-12-06";"07:50:47"
"162539";1178677;"FEMALE";50;"2024-07-17";"14:21:03"
"162551";1270275;"FEMALE";49;"2024-12-15";"16:19:49"
"162561";1270213;"FEMALE";54;"2024-12-15";"15:34:04"
"162563";1270283;"FEMALE";52;"2024-12-15";"16:25:51"
"162571";1270352;"FEMALE";55;"2024-12-15";"17:14:44"
"162572";1254137;"FEMALE";46;"2024-11-18";"17:26:06"
"162575";1228932;"FEMALE";71;"2024-10-13";"14:45:40"
"162578";1212075;"FEMALE";52;"2024-09-21";"13:43:11"
"162579";1270361;"FEMALE";60;"2024-12-15";"17:21:54"
"162594";1260960;"FEMALE";55;"2024-11-29";"21:34:08"
"162605";1270433;"FEMALE";59;"2024-12-15";"18:07:05"
"162621";1116258;"FEMALE";42;"2024-02-22";"14:00:36"
"162638";1208846;"FEMALE";60;"2024-09-16";"15:27:16"
"162642";1208806;"FEMALE";46;"2024-09-16";"14:51:11"
"162656";1208947;"FEMALE";44;"2024-09-16";"16:35:34"
"162661";1148851;"FEMALE";73;"2024-04-24";"17:24:12"
"162663";1208978;"FEMALE";60;"2024-09-16";"17:03:56"
"162670";1200051;"FEMALE";49;"2024-09-03";"18:10:35"
"162683";1117014;"FEMALE";43;"2024-02-23";"18:32:19"
"162690";1270409;"FEMALE";47;"2024-12-15";"17:50:29"
"162694";1222327;"FEMALE";45;"2024-10-05";"13:17:12"
"162718";1270334;"FEMALE";58;"2024-12-15";"17:00:48"
"162738";1133342;"FEMALE";46;"2024-03-25";"18:56:12"
"162761";1236481;"FEMALE";42;"2024-10-26";"12:59:22"
"162811";1269458;"FEMALE";55;"2024-12-14";"14:14:48"
"162826";1152471;"FEMALE";51;"2024-05-05";"16:17:47"
"162838";1189248;"FEMALE";41;"2024-08-08";"21:47:13"
"162842";1138778;"FEMALE";54;"2024-04-02";"09:48:26"
"162846";1224356;"FEMALE";43;"2024-10-07";"17:22:04"
"162847";1204198;"FEMALE";63;"2024-09-09";"15:57:51"
"162857";1217138;"FEMALE";56;"2024-09-28";"16:15:13"
"162859";1270571;"FEMALE";45;"2024-12-15";"20:13:37"
"162863";1270625;"FEMALE";53;"2024-12-15";"22:08:59"
"162885";1169984;"FEMALE";45;"2024-06-22";"17:51:50"
"162915";1270456;"FEMALE";57;"2024-12-15";"18:16:36"
"162924";1266988;"FEMALE";62;"2024-12-09";"19:50:17"
"162926";1256299;"FEMALE";48;"2024-11-22";"11:32:11"
"162933";1178215;"FEMALE";43;"2024-07-16";"16:43:32"
"162942";1209392;"FEMALE";41;"2024-09-17";"09:10:35"
"163012";1165153;"FEMALE";43;"2024-06-11";"06:56:18"
"163041";1258151;"FEMALE";54;"2024-11-25";"08:51:17"
"163089";1186757;"FEMALE";47;"2024-08-02";"17:40:10"
"163107";1122964;"FEMALE";75;"2024-03-05";"14:19:38"
"163120";1180555;"FEMALE";48;"2024-07-20";"12:30:57"
"163150";1271177;"FEMALE";43;"2024-12-16";"19:57:36"
"163154";1134584;"FEMALE";50;"2024-03-28";"07:12:28"
"163155";1186644;"FEMALE";60;"2024-08-02";"16:15:26"
"163158";1202604;"FEMALE";47;"2024-09-07";"17:50:54"
"163167";1271220;"FEMALE";43;"2024-12-16";"21:26:06"
"163176";1107609;"FEMALE";55;"2024-02-08";"12:10:33"
"163178";1267692;"FEMALE";41;"2024-12-11";"00:12:54"
"163202";1271284;"FEMALE";49;"2024-12-16";"23:45:19"
"163203";1271276;"FEMALE";47;"2024-12-16";"23:36:56"
"163219";1270608;"FEMALE";51;"2024-12-15";"21:07:47"
"163239";1269459;"FEMALE";67;"2024-12-14";"14:15:28"
"163249";1268631;"FEMALE";53;"2024-12-12";"20:33:37"
"163258";1269669;"FEMALE";45;"2024-12-14";"18:37:42"
"163287";1204629;"FEMALE";43;"2024-09-10";"15:43:55"
"163333";1127044;"FEMALE";44;"2024-03-12";"17:44:41"
"163334";1143910;"FEMALE";41;"2024-04-11";"12:30:38"
"163353";1270403;"FEMALE";51;"2024-12-15";"17:46:20"
"163373";1261508;"FEMALE";63;"2024-11-30";"17:53:09"
"163382";1266980;"FEMALE";41;"2024-12-09";"19:41:17"
"163388";1104410;"FEMALE";49;"2024-02-02";"09:00:35"
"163395";1227025;"FEMALE";44;"2024-10-11";"15:24:25"
"163405";1271629;"FEMALE";45;"2024-12-17";"16:49:38"
"163426";1271508;"FEMALE";73;"2024-12-17";"13:34:55"
"163445";1271539;"FEMALE";48;"2024-12-17";"14:21:42"
"163454";1268151;"FEMALE";43;"2024-12-11";"20:47:04"
"163463";1271746;"FEMALE";47;"2024-12-17";"18:54:35"
"163494";1265885;"FEMALE";71;"2024-12-08";"13:22:51"
"163499";1271854;"FEMALE";47;"2024-12-17";"20:58:08"
"163504";1271765;"FEMALE";59;"2024-12-17";"19:15:34"
"163510";1181170;"FEMALE";46;"2024-07-22";"13:01:08"
"163524";1210205;"FEMALE";47;"2024-09-18";"13:45:55"
"163527";1210315;"FEMALE";53;"2024-09-18";"16:04:31"
"163532";1210389;"FEMALE";67;"2024-09-18";"17:10:29"
"163543";1156729;"FEMALE";41;"2024-05-15";"16:04:41"
"163546";1263618;"FEMALE";41;"2024-12-04";"16:38:51"
"163571";1246212;"FEMALE";44;"2024-11-08";"19:08:42"
"163608";1271962;"FEMALE";828;"2024-12-18";"00:11:44"
"163642";1257874;"FEMALE";42;"2024-11-24";"16:28:02"
"163643";1150862;"FEMALE";56;"2024-05-01";"10:48:05"
"163652";1201148;"FEMALE";43;"2024-09-05";"16:34:58"
"163661";1270976;"FEMALE";61;"2024-12-16";"16:04:51"
"163662";1267162;"FEMALE";50;"2024-12-10";"09:56:13"
"163675";1114095;"FEMALE";42;"2024-02-18";"21:01:08"
"163687";1143706;"FEMALE";47;"2024-04-11";"08:31:45"
"163714";1269646;"FEMALE";53;"2024-12-14";"18:11:59"
"163717";1272093;"FEMALE";46;"2024-12-18";"12:20:29"
"163726";1272111;"FEMALE";46;"2024-12-18";"13:00:40"
"163739";1244424;"FEMALE";43;"2024-11-06";"11:17:00"
"163752";1260242;"FEMALE";48;"2024-11-28";"20:40:19"
"163755";1238822;"FEMALE";68;"2024-10-28";"19:40:50"
"163758";1237268;"FEMALE";45;"2024-10-27";"11:47:06"
"163782";1210017;"FEMALE";43;"2024-09-18";"09:26:18"
"163801";1271717;"FEMALE";48;"2024-12-17";"18:23:49"
"163805";1188631;"FEMALE";44;"2024-08-07";"06:45:36"
"163811";1272207;"FEMALE";46;"2024-12-18";"15:16:48"
"163821";1272280;"FEMALE";67;"2024-12-18";"17:08:01"
"163826";1245729;"FEMALE";44;"2024-11-08";"11:37:36"
"163834";1266689;"FEMALE";51;"2024-12-09";"14:15:25"
"163842";1268763;"FEMALE";61;"2024-12-13";"07:43:32"
"163846";1163128;"FEMALE";54;"2024-06-06";"16:25:55"
"163903";1252045;"FEMALE";51;"2024-11-15";"16:57:27"
"163911";1267590;"FEMALE";82;"2024-12-10";"20:26:55"
"163912";1217833;"FEMALE";46;"2024-09-29";"12:02:28"
"163931";1210964;"FEMALE";43;"2024-09-19";"19:22:46"
"163934";1213996;"FEMALE";44;"2024-09-23";"18:31:27"
"163941";1272488;"FEMALE";54;"2024-12-18";"21:55:59"
"163945";1128007;"FEMALE";42;"2024-03-15";"17:00:08"
"163961";1272530;"FEMALE";54;"2024-12-18";"23:18:30"
"163972";1272554;"FEMALE";57;"2024-12-19";"00:15:52"
"163977";1272563;"FEMALE";48;"2024-12-19";"00:37:51"
"164000";1272600;"FEMALE";46;"2024-12-19";"06:21:36"
"164006";1171238;"FEMALE";46;"2024-06-26";"15:29:13"
"164022";1269643;"FEMALE";51;"2024-12-14";"18:09:02"
"164026";1210041;"FEMALE";70;"2024-09-18";"10:07:25"
"164060";1272681;"FEMALE";53;"2024-12-19";"11:35:20"
"164061";1258999;"FEMALE";55;"2024-11-26";"16:49:02"
"164073";1261272;"FEMALE";58;"2024-11-30";"13:26:18"
"164093";1211129;"FEMALE";64;"2024-09-20";"10:17:31"
"164101";1211190;"FEMALE";41;"2024-09-20";"11:59:10"
"164106";1088853;"FEMALE";54;"2024-01-08";"23:08:55"
"164108";1211226;"FEMALE";46;"2024-09-20";"12:44:27"
"164109";1211235;"FEMALE";54;"2024-09-20";"12:52:51"
"164115";1255253;"FEMALE";57;"2024-11-20";"13:48:06"
"164125";1211369;"FEMALE";57;"2024-09-20";"15:15:11"
"164126";1207843;"FEMALE";54;"2024-09-15";"14:26:29"
"164133";1251945;"FEMALE";44;"2024-11-15";"15:09:36"
"164165";1200581;"FEMALE";54;"2024-09-04";"16:56:57"
"164173";1227553;"FEMALE";45;"2024-10-11";"20:06:43"
"164177";1265496;"FEMALE";50;"2024-12-07";"18:14:35"
"164192";1235855;"FEMALE";50;"2024-10-24";"22:25:42"
"164201";1272903;"FEMALE";58;"2024-12-19";"17:12:47"
"164212";1246760;"FEMALE";44;"2024-11-09";"15:24:42"
"164233";1189594;"FEMALE";52;"2024-08-09";"16:53:22"
"164276";1211408;"FEMALE";44;"2024-09-20";"15:49:01"
"164293";1211601;"FEMALE";47;"2024-09-20";"18:25:53"
"164302";1210700;"FEMALE";42;"2024-09-19";"11:10:37"
"164312";1267894;"FEMALE";41;"2024-12-11";"14:05:40"
"164324";1197836;"FEMALE";47;"2024-08-28";"15:27:37"
"164329";1152520;"FEMALE";54;"2024-05-05";"17:45:36"
"164333";1259381;"FEMALE";52;"2024-11-27";"15:36:18"
"164357";1229235;"FEMALE";44;"2024-10-13";"19:26:54"
"164375";1273029;"FEMALE";46;"2024-12-19";"21:13:53"
"164383";1088487;"FEMALE";55;"2024-01-08";"15:40:47"
"164388";1229064;"FEMALE";42;"2024-10-13";"16:42:17"
"164393";1232880;"FEMALE";43;"2024-10-19";"16:01:49"
"164397";1270370;"FEMALE";62;"2024-12-15";"17:26:05"
"164408";1235618;"FEMALE";43;"2024-10-24";"08:00:43"
"164410";1273196;"FEMALE";42;"2024-12-20";"10:51:55"
"164411";1231560;"FEMALE";45;"2024-10-17";"18:12:07"
"164431";1260671;"FEMALE";54;"2024-11-29";"15:13:22"
"164434";1273074;"FEMALE";54;"2024-12-19";"23:58:24"
"164440";1142428;"FEMALE";49;"2024-04-08";"18:56:40"
"164461";1206339;"FEMALE";54;"2024-09-13";"16:11:26"
"164476";1273276;"FEMALE";52;"2024-12-20";"13:14:34"
"164477";1192400;"FEMALE";53;"2024-08-15";"10:58:25"
"164512";1147239;"FEMALE";43;"2024-04-20";"17:43:07"
"164522";1272830;"FEMALE";57;"2024-12-19";"15:43:40"
"164551";1272928;"FEMALE";51;"2024-12-19";"18:01:23"
"164576";1270415;"FEMALE";57;"2024-12-15";"17:53:47"
"164580";1273498;"FEMALE";43;"2024-12-20";"19:20:59"
"164589";1273509;"FEMALE";51;"2024-12-20";"19:42:14"
"164598";1196491;"FEMALE";55;"2024-08-25";"17:20:00"
"164605";1228456;"FEMALE";84;"2024-10-12";"17:26:15"
"164619";1154642;"FEMALE";62;"2024-05-09";"15:25:13"
"164635";1263953;"FEMALE";45;"2024-12-05";"09:07:19"
"164647";1220777;"FEMALE";44;"2024-10-03";"09:25:04"
"164673";1273656;"FEMALE";48;"2024-12-21";"02:13:18"
"164687";1205764;"FEMALE";70;"2024-09-12";"16:48:16"
"164715";1272894;"FEMALE";50;"2024-12-19";"17:01:42"
"164723";1212874;"FEMALE";58;"2024-09-22";"09:50:55"
"164735";1273723;"FEMALE";43;"2024-12-21";"10:34:26"
"164745";1172673;"FEMALE";54;"2024-07-01";"16:55:28"
"164748";1246361;"FEMALE";59;"2024-11-09";"00:28:22"
"164760";1273719;"FEMALE";55;"2024-12-21";"10:21:53"
"164764";1101477;"FEMALE";48;"2024-01-27";"17:28:24"
"164766";1128687;"FEMALE";47;"2024-03-16";"22:08:29"
"164771";1272137;"FEMALE";45;"2024-12-18";"13:31:57"
"164782";1174142;"FEMALE";45;"2024-07-06";"13:36:40"
"164789";1212955;"FEMALE";42;"2024-09-22";"11:54:13"
"164795";1203701;"FEMALE";54;"2024-09-08";"18:09:10"
"164811";1187587;"FEMALE";45;"2024-08-04";"14:43:46"
"164831";1198313;"FEMALE";42;"2024-08-29";"15:06:11"
"164849";1268128;"FEMALE";41;"2024-12-11";"20:04:29"
"164857";1208208;"FEMALE";72;"2024-09-15";"17:11:44"
"164858";1241110;"FEMALE";53;"2024-10-31";"17:35:52"
"164873";1190816;"FEMALE";49;"2024-08-12";"11:02:02"
"164881";1145698;"FEMALE";48;"2024-04-17";"15:12:13"
"164897";1211267;"FEMALE";41;"2024-09-20";"13:25:51"
"164901";1213337;"FEMALE";65;"2024-09-22";"18:56:50"
"164910";1165674;"FEMALE";43;"2024-06-12";"14:24:10"
"164952";1274141;"FEMALE";57;"2024-12-22";"02:58:59"
"164970";1106678;"FEMALE";45;"2024-02-06";"20:11:06"
"164973";1089106;"FEMALE";56;"2024-01-09";"14:32:28"
"164976";1147309;"FEMALE";51;"2024-04-20";"19:47:33"
"164985";1159705;"FEMALE";46;"2024-05-24";"20:24:00"
"165029";1165802;"FEMALE";41;"2024-06-12";"18:27:32"
"165063";1274270;"FEMALE";70;"2024-12-22";"12:28:26"
"165074";1274331;"FEMALE";45;"2024-12-22";"14:02:33"
"165082";1204538;"FEMALE";54;"2024-09-10";"13:01:57"
"165120";1213730;"FEMALE";47;"2024-09-23";"14:38:12"
"165129";1185702;"FEMALE";42;"2024-07-31";"17:46:28"
"165133";1274417;"FEMALE";57;"2024-12-22";"15:38:25"
"165138";1274060;"FEMALE";44;"2024-12-21";"20:32:22"
"165154";1151344;"FEMALE";43;"2024-05-02";"13:54:49"
"165155";1196678;"FEMALE";48;"2024-08-26";"11:47:00"
"165176";1244982;"FEMALE";59;"2024-11-07";"08:08:39"
"165193";1213916;"FEMALE";43;"2024-09-23";"17:16:55"
"165197";1274479;"FEMALE";42;"2024-12-22";"16:37:34"
"165221";1260927;"FEMALE";45;"2024-11-29";"20:16:19"
"165241";1217506;"FEMALE";44;"2024-09-28";"21:21:32"
"165242";1229700;"FEMALE";46;"2024-10-14";"17:07:04"
"165244";1271120;"FEMALE";52;"2024-12-16";"18:49:21"
"165261";1273700;"FEMALE";75;"2024-12-21";"08:55:00"
"165275";1233807;"FEMALE";50;"2024-10-20";"18:22:10"
"165278";1174434;"FEMALE";46;"2024-07-07";"13:59:46"
"165302";1210199;"FEMALE";48;"2024-09-18";"13:43:37"
"165330";1149179;"FEMALE";42;"2024-04-25";"19:08:26"
"165342";1170379;"FEMALE";47;"2024-06-23";"15:32:04"
"165348";1274558;"FEMALE";50;"2024-12-22";"17:43:36"
"165360";1139680;"FEMALE";54;"2024-04-03";"20:17:53"
"165363";1272017;"FEMALE";52;"2024-12-18";"08:46:29"
"165365";1230738;"FEMALE";45;"2024-10-16";"14:30:35"
"165395";1272286;"FEMALE";56;"2024-12-18";"17:13:09"
"165417";1257537;"FEMALE";49;"2024-11-24";"09:09:31"
"165421";1154073;"FEMALE";56;"2024-05-09";"09:33:04"
"165431";1240562;"FEMALE";68;"2024-10-30";"21:12:13"
"165441";1200884;"FEMALE";51;"2024-09-05";"10:51:34"
"165451";1157414;"FEMALE";50;"2024-05-17";"18:53:22"
"165458";1274872;"FEMALE";51;"2024-12-23";"08:17:46"
"165474";1170735;"FEMALE";52;"2024-06-24";"15:34:26"
"165475";1214293;"FEMALE";48;"2024-09-24";"12:02:36"
"165477";1224123;"FEMALE";50;"2024-10-07";"12:08:10"
"165501";1190440;"FEMALE";48;"2024-08-11";"13:21:19"
"165514";1225837;"FEMALE";64;"2024-10-10";"10:39:12"
"165516";1192466;"FEMALE";47;"2024-08-15";"12:28:33"
"165551";1200180;"FEMALE";43;"2024-09-03";"22:42:05"
"165575";1103849;"FEMALE";43;"2024-01-31";"18:14:25"
"165577";1273855;"FEMALE";47;"2024-12-21";"15:30:02"
"165580";1091816;"FEMALE";47;"2024-01-13";"21:09:37"
"165585";1246956;"FEMALE";47;"2024-11-09";"17:38:23"
"165586";1185897;"FEMALE";51;"2024-08-01";"11:19:33"
"165609";1275153;"FEMALE";51;"2024-12-23";"17:22:03"
"165615";1274935;"FEMALE";47;"2024-12-23";"11:38:53"
"165638";1222849;"FEMALE";42;"2024-10-05";"18:22:35"
"165654";1275218;"FEMALE";41;"2024-12-23";"19:03:15"
"165655";1270373;"FEMALE";65;"2024-12-15";"17:27:12"
"165674";1264245;"FEMALE";48;"2024-12-05";"17:10:55"
"165676";1145962;"FEMALE";60;"2024-04-18";"07:47:12"
"165707";1270926;"FEMALE";44;"2024-12-16";"14:55:18"
"165708";1270446;"FEMALE";45;"2024-12-15";"18:12:23"
"165710";1254875;"FEMALE";60;"2024-11-19";"18:16:48"
"165712";1210419;"FEMALE";50;"2024-09-18";"18:18:15"
"165739";1119982;"FEMALE";48;"2024-02-29";"16:39:18"
"165742";1252553;"FEMALE";45;"2024-11-16";"12:59:39"
"165744";1200814;"FEMALE";57;"2024-09-05";"01:43:50"
"165752";1219401;"FEMALE";56;"2024-10-01";"06:32:04"
"165756";1268793;"FEMALE";48;"2024-12-13";"10:29:38"
"165779";1208674;"FEMALE";54;"2024-09-16";"12:38:23"
"165780";1151898;"FEMALE";52;"2024-05-03";"18:56:54"
"165789";1274573;"FEMALE";52;"2024-12-22";"17:56:44"
"165810";1214916;"FEMALE";54;"2024-09-25";"12:42:14"
"165817";1275330;"FEMALE";54;"2024-12-24";"00:41:18"
"165844";1275363;"FEMALE";49;"2024-12-24";"07:14:23"
"165845";1273757;"FEMALE";41;"2024-12-21";"12:25:56"
"165866";1215008;"FEMALE";56;"2024-09-25";"14:49:09"
"165869";1215033;"FEMALE";46;"2024-09-25";"15:29:54"
"165883";1251879;"FEMALE";61;"2024-11-15";"13:43:35"
"165891";1251280;"FEMALE";52;"2024-11-14";"14:22:26"
"165894";1185628;"FEMALE";49;"2024-07-31";"15:32:07"
"165901";1114359;"FEMALE";49;"2024-02-19";"13:24:36"
"165903";1108474;"FEMALE";48;"2024-02-09";"21:32:24"
"165920";1161707;"FEMALE";41;"2024-06-01";"15:56:49"
"165925";1170145;"FEMALE";41;"2024-06-23";"11:30:42"
"165932";1215141;"FEMALE";45;"2024-09-25";"17:54:05"
"165993";1142177;"FEMALE";54;"2024-04-08";"13:08:32"
"165994";1212513;"FEMALE";45;"2024-09-21";"18:47:03"
"165995";1275702;"FEMALE";73;"2024-12-25";"01:57:29"
"166002";1275666;"FEMALE";46;"2024-12-24";"23:54:03"
"166015";1170987;"FEMALE";45;"2024-06-25";"15:17:15"
"166029";1275746;"FEMALE";52;"2024-12-25";"06:05:08"
"166034";1181676;"FEMALE";47;"2024-07-23";"12:04:48"
"166038";1107500;"FEMALE";41;"2024-02-08";"08:05:37"
"166057";1140795;"FEMALE";45;"2024-04-06";"13:09:59"
"166070";1275505;"FEMALE";56;"2024-12-24";"15:40:46"
"166072";1206984;"FEMALE";53;"2024-09-14";"14:34:38"
"166078";1215348;"FEMALE";46;"2024-09-26";"09:39:28"
"166081";1215364;"FEMALE";55;"2024-09-26";"10:23:26"
"166086";1215408;"FEMALE";68;"2024-09-26";"11:31:51"
"166098";1261221;"FEMALE";42;"2024-11-30";"12:05:55"
"166104";1215455;"FEMALE";43;"2024-09-26";"12:38:43"
"166110";1215444;"FEMALE";45;"2024-09-26";"12:25:52"
"166112";1103675;"FEMALE";43;"2024-01-31";"12:32:44"
"166121";1251422;"FEMALE";44;"2024-11-14";"17:14:28"
"166139";1275835;"FEMALE";41;"2024-12-25";"12:08:22"
"166166";1108377;"FEMALE";54;"2024-02-09";"18:01:25"
"166169";1181279;"FEMALE";51;"2024-07-22";"15:30:40"
"166170";1253928;"FEMALE";41;"2024-11-18";"15:50:27"
"166172";1275992;"FEMALE";52;"2024-12-25";"15:51:06"
"166178";1248379;"FEMALE";60;"2024-11-10";"01:49:04"
"166180";1128628;"FEMALE";43;"2024-03-16";"19:12:36"
"166185";1275840;"FEMALE";47;"2024-12-25";"12:12:17"
"166188";1214537;"FEMALE";54;"2024-09-24";"16:30:14"
"166194";1093694;"FEMALE";44;"2024-01-17";"01:17:57"
"166216";1215775;"FEMALE";54;"2024-09-26";"17:52:23"
"166228";1127180;"FEMALE";67;"2024-03-13";"10:57:28"
"166236";1189416;"FEMALE";45;"2024-08-09";"13:11:08"
"166238";1213979;"FEMALE";42;"2024-09-23";"18:13:03"
"166243";1257839;"FEMALE";58;"2024-11-24";"16:04:05"
"166254";1276130;"FEMALE";50;"2024-12-25";"17:34:39"
"166281";1276092;"FEMALE";54;"2024-12-25";"17:09:30"
"166294";1276224;"FEMALE";47;"2024-12-25";"18:51:19"
"166301";1264327;"FEMALE";48;"2024-12-05";"19:54:20"
"166307";1273358;"FEMALE";43;"2024-12-20";"16:13:55"
"166308";1272345;"FEMALE";49;"2024-12-18";"18:32:29"
"166310";1276246;"FEMALE";56;"2024-12-25";"19:07:03"
"166312";1233725;"FEMALE";52;"2024-10-20";"17:20:04"
"166313";1230385;"FEMALE";57;"2024-10-15";"21:49:43"
"166320";1274640;"FEMALE";64;"2024-12-22";"18:37:33"
"166325";1181351;"FEMALE";49;"2024-07-22";"16:34:44"
"166336";1276297;"FEMALE";45;"2024-12-25";"20:50:50"
"166347";1274130;"FEMALE";50;"2024-12-22";"01:24:06"
"166367";1115357;"FEMALE";45;"2024-02-20";"21:22:36"
"166372";1276014;"FEMALE";45;"2024-12-25";"16:13:31"
"166401";1179972;"FEMALE";44;"2024-07-18";"20:22:51"
"166414";1273942;"FEMALE";44;"2024-12-21";"17:17:26"
"166423";1171057;"FEMALE";47;"2024-06-25";"18:42:46"
"166425";1154798;"FEMALE";71;"2024-05-09";"16:38:44"
"166444";1183761;"FEMALE";63;"2024-07-27";"10:15:29"
"166459";1193523;"FEMALE";49;"2024-08-17";"14:32:54"
"166482";1216158;"FEMALE";46;"2024-09-27";"12:49:34"
"166494";1216194;"FEMALE";52;"2024-09-27";"13:31:10"
"166508";1248839;"FEMALE";51;"2024-11-10";"14:19:02"
"166517";1103118;"FEMALE";49;"2024-01-30";"09:23:21"
